e_E,p_RU,p_RD,p_SR,p_NR
0.96459164185476,0.0,0.0,0.0,0.0
0.0,0.0,0.26619837787804224,0.0,0.0
0.7863522615143436,0.0,0.0,0.0,0.0
0.9645916425101942,0.0,0.0,0.0,0.0
1.1299359468151304,0.0,0.0,0.0,0.0
0.7863522614037398,0.0,0.0,0.0,0.0
0.1688131884938944,0.0,0.0,0.0,0.0
0.2661983715629093,0.0,0.0,0.0,0.0
0.16881318972812503,0.0,0.0,0.0,0.0
0.26619837771224486,0.0,0.0,0.0,0.0
0.2661983772548785,0.0,0.0,0.0,0.0
0.0,0.786352260757882,0.0,0.0,0.0
0.38854937328393646,0.0,0.0,0.0,0.0
0.9645916424345109,0.0,0.0,0.0,0.0
0.5473626153299634,0.0,0.0,0.0,0.0
0.1688131871297633,0.0,0.0,0.0,0.0
0.3885493743950312,0.0,0.0,0.0,0.0
0.09212839221912258,0.0,0.0,0.0,0.0
3.8264523446559657e-08,0.0,0.0,0.0,0.0
0.008296066611629134,0.0,0.0,0.0,0.0
0.16881318917022886,0.0,0.0,0.0,0.0
0.1688131886427197,0.0,0.0,0.0,0.0
0.09212839296269447,0.0,0.0,0.0,0.0
3.797688491926164e-08,0.0,0.0,0.0,0.0
0.0,3.366898423217455e-08,0.0,0.0,0.0
3.5896770690715737e-08,0.0,0.0,0.0,0.0
0.00829606413215952,0.0,0.0,0.0,0.0
3.749590338511919e-08,0.0,0.0,0.0,0.0
0.0921283923341996,0.0,0.0,0.0,0.0
0.008296064070973197,0.0,0.0,0.0,0.0
3.695185874934261e-08,0.0,0.0,0.0,0.0
0.0,1.3241269048074831e-08,0.0,1.3241269048074831e-08,0.0
3.583218069404785e-08,0.0,0.0,0.0,0.0
3.819915362417698e-08,0.0,0.0,0.0,0.0
2.7745248059284982e-08,0.0,0.0,0.0,0.0
3.520861947530258e-08,0.0,0.0,0.0,0.0
0.0,0.0,3.6669524495289146e-08,0.0,0.0
0.0,0.0,3.598929664188221e-08,0.0,0.0
0.0,0.0,3.6478385014670026e-08,0.0,0.0
0.0,0.0,3.5606058340481814e-08,0.0,0.0
0.0,0.0,3.6896898649884424e-08,0.0,0.0
0.0,3.503528758628671e-08,0.0,0.0,0.0
3.595428745159804e-08,0.0,0.0,0.0,0.0
3.635960174462216e-08,0.0,0.0,0.0,0.0
0.0,3.6982340713147726e-08,0.0,0.0,0.0
3.7210646491581594e-08,0.0,0.0,0.0,0.0
0.00829606532757823,0.0,0.0,0.0,0.0
0.0,0.3885493751320416,0.0,0.0,0.0
0.09212838920171726,0.0,0.0,0.0,0.0
0.03943723645293758,0.0,0.0,0.0,0.0
0.03943723484021604,0.0,0.0,0.0,0.0
3.769601649615842e-08,0.0,0.0,0.0,0.0
3.743695159129043e-08,0.0,0.0,0.0,0.0
3.602537509556206e-08,0.0,0.0,0.0,0.0
0.008296062944183473,0.0,0.0,0.0,0.0
0.0,3.6700630197965444e-08,0.0,0.0,0.0
1.873923793733727e-08,0.008296033786853913,0.0,0.0,0.0
0.00829606424442819,0.0,0.0,0.0,0.0
0.0,0.0,2.326223430782218e-08,0.0,0.0
0.0,0.0,0.03943723434060837,0.0,0.0
0.0,0.0,3.642849797710063e-08,0.0,0.0
0.0,0.0,3.734933586394917e-08,0.0,0.0
0.0,0.0,3.806547420817193e-08,0.0,0.0
0.0,0.0,3.8640216466407645e-08,0.0,0.0
0.0,0.0,3.8610335475026e-08,0.0,0.0
0.0,0.0,3.252282189935475e-08,0.0,0.0
3.413358892240628e-08,0.0,0.0,0.0,0.0
0.0,3.209977020679379e-08,0.0,0.0,0.0
0.0,3.7133290151012024e-08,0.0,0.0,0.0
0.0,3.6986152905633896e-08,0.0,0.0,0.0
0.0,3.6255680446246213e-08,0.0,0.0,0.0
0.0,0.039437233063757814,0.0,0.0,0.0
0.0,0.008296064675326217,0.0,0.0,0.0
0.0,0.1688131871785029,0.0,0.0,0.0
0.0921283921605848,0.0,0.0,0.0,0.0
0.03943722000172756,0.0,7.064425070083751e-09,0.0,0.0
3.719652032543599e-08,0.0,0.0,0.0,0.0
0.008296065352100156,0.0,0.0,0.0,0.0
3.7413144194490555e-08,0.0,0.0,0.0,0.0
2.9273234857181406e-08,0.0,0.0,0.0,0.0
0.0,2.966959476276256e-08,0.0,0.0,0.0
2.826695815417458e-08,0.0,0.0,0.0,0.0
3.108114807509675e-08,0.0,0.0,0.0,0.0
3.110979617650583e-08,0.0,0.0,0.0,0.0
0.0,0.0,3.837086047188057e-08,0.0,0.0
0.0,0.0,3.794364907075999e-08,0.0,0.0
0.0,0.0,3.719546998305082e-08,0.0,0.0
0.0,0.0,3.858023889470266e-08,0.0,0.0
0.0,0.0,3.796794541950578e-08,0.0,0.0
0.0,2.7087450104637074e-08,0.0,0.0,0.0
0.0,0.0,3.874841124795811e-08,0.0,0.0
3.754547725671061e-08,0.0,0.0,0.0,0.0
3.181113298119645e-08,0.039437195076727785,0.0,0.0,0.0
0.0,0.008296061583030138,0.0,0.0,0.0
8.207346732179711e-10,0.039437224854003514,0.0,0.0,0.0
0.0,0.1688131838323078,0.0,0.0,0.0
0.0,0.2661983677846501,0.0,0.0,0.0
0.09212839161359572,0.0,0.0,0.0,0.0
0.008296064709401535,0.0,0.0,0.0,0.0
3.697600019405385e-08,0.0,0.0,0.0,0.0
3.6823201897553856e-08,0.0,0.0,0.0,0.0
0.039437236007530255,0.0,0.0,0.0,0.0
0.00829606491005615,0.0,0.0,0.0,0.0
0.09212838563263077,0.0,0.0,0.0,0.0
0.16881318616842,0.0,0.0,0.0,0.0
0.0,0.0,0.16881318181532493,0.0,0.0
3.312114989626686e-08,0.0,0.0,0.0,0.0
1.2683915396336704e-08,0.0,1.2786490219603759,0.0,0.0
0.0,0.0,3.3997491005889696e-08,0.0,0.0
0.0,0.0,3.463895773537102e-08,0.0,0.0
0.0,0.0,1.1299359448826414,0.0,0.0
0.0,0.0,1.4077608933376553,0.0,0.0
0.0,0.0,0.7863522614596388,0.0,0.0
5.82140734177217e-10,0.0,1.278649033093628,0.0,0.0
1.129935941416393,0.0,0.0,0.0,0.0
1.5054208410852834,0.0,0.0,0.0,0.0
0.9645916410031189,0.0,0.0,0.0,0.0
0.0,0.5473626113890139,0.0,0.0,0.0
1.4077608943822981,0.0,0.0,0.0,0.0
0.0,1.5776108687309185,0.0,0.0,0.0
0.0,1.5903000365660793,0.0,0.0,0.0
1.5903000373868001,0.0,0.0,0.0,0.0
0.7863522612577393,0.0,0.0,0.0,0.0
0.5473626152792131,0.0,0.0,0.0,0.0
1.4077608942405742,0.0,0.0,0.0,0.0
0.09212839234192144,0.0,0.0,0.0,0.0
1.278649045583472,0.0,0.0,0.0,0.0
1.1299359460601877,0.0,0.0,0.0,0.0
0.0921283931691848,0.0,0.0,0.0,0.0
0.5473626163135582,0.0,0.0,0.0,0.0
0.0,0.0,0.5473626141157212,0.0,0.0
0.0,0.0,1.4077608918586741,0.0,0.0
0.0,0.0,1.5054208400753022,0.0,0.0
0.0,0.0,0.7863522613694417,0.0,0.0
0.0,0.0,0.26619837720127804,0.0,0.0
0.0,0.0,0.7863522629872235,0.0,0.0
0.0,0.0,0.03943723730184316,0.0,0.0
0.09212838798505361,0.0,0.0,0.0,0.0
0.16881318695609593,0.0,0.0,0.0,0.0
0.008296065101558744,0.0,0.0,0.0,0.0
0.2661983768692399,0.0,0.0,0.0,0.0
0.2661983771874977,0.0,0.0,0.0,0.0
3.799154635173299e-08,0.0,0.0,0.0,0.0
